TCGA-21-5787-01,TCGA-34-2596-01,TCGA-34-5231-01,TCGA-37-4141-01,TCGA-39-5031-01,TCGA-43-A475-01,TCGA-63-5128-01,TCGA-68-A59J-01,TCGA-77-A5G3-01,TCGA-90-A4ED-01,TCGA-98-A53B-01
-0.8784,1.2999,-2.4745,-2.4745,-2.4745,-2.4745,-2.4745,-2.4745,-2.4745,-2.4745,-0.5828
-1.7285,1.4862,-1.568,0.6721,1.7232,-1.7285,0.5641,0.6039,-0.0193,3.8956,0.4731
-1.4651,-0.2478,2.9824,2.5896,-0.565,0.7399,-1.4651,-0.1262,-0.0713,1.4894,1.209
1.2355,-2.0147,-1.8152,1.7283,-0.5289,1.7634,0.9066,0.0519,-0.9337,0.3609,0.407
2.3354,1.6523,0.7138,-1.4807,1.5326,1.6308,-0.6429,-0.1017,0.7897,-0.8956,-3.3229
-1.605,-1.605,1.5545,-1.605,1.214,-1.605,-1.605,0.5599,-1.605,-0.1467,-1.605
1.2053,1.1588,-0.427,-1.2778,-0.9906,0.5352,-0.3956,0.2236,-0.5316,4.0412,0.4745
-1.8666,-1.8666,-1.1297,-1.8666,0.7524,-1.8666,-1.8666,0.1136,-1.8666,0.7491,-1.8666
-1.1291,-0.6264,-0.6316,1.2693,-2.098,0.4016,-0.7914,-1.811,-2.0065,0.4173,0.5107
2.1486,-0.5122,2.0962,1.7931,1.1334,0.0293,-1.0624,1.9761,0.848,-1.5172,1.2361
-0.8139,-2.1401,-2.1401,0.8616,-2.1401,1.2999,-2.1401,-2.1401,-2.1401,-2.1401,2.8555
2.375,-0.2422,1.5488,-0.9564,0.2042,0.6593,1.8038,-0.3526,-0.2416,4.2733,-0.4525
-1.7069,0.2875,-0.2338,0.2019,-0.8255,0.9397,0.2966,-1.7069,-1.7069,-1.7069,3.1043
3.4486,-0.2541,-0.9092,-0.3991,1.7842,0.014,-0.6576,-0.5275,-0.8032,0.2563,1.6824
-1.8155,0.3478,-1.8155,1.3019,-0.8595,-1.8155,-1.8155,-0.1115,-1.8155,-1.8155,3.129
-2.4172,1.2611,1.0032,1.7824,0.7027,0.9373,0.9501,-3.3657,0.4101,2.3219,-0.6822
-1.2005,3.2304,1.2652,-0.1974,0.8227,0.3107,2.504,-0.6373,0.7398,3.4979,-0.8095
0.5031,-0.278,0.423,-1.3031,0.5896,-0.3739,-0.2866,0.2927,3.9106,-2.1476,-1.0256
1.0239,-0.8802,-2.2115,-3.2121,-0.0055,-1.4879,-0.2634,0.9416,0.5474,-0.455,0.6705
-2.4049,0.6087,0.53,-0.5399,-0.4124,-3.1662,0.8981,0.4379,1.5646,2.1051,-1.1076
-0.9687,-0.9687,-0.9687,-0.5595,-0.9687,-0.4854,-0.9687,-0.9687,-0.9687,-0.9687,-0.9687
-1.6503,-1.6503,-1.6503,0.9383,-1.6503,0.7792,-0.3365,-1.6503,-0.582,-1.6503,-1.6503
-1.3463,-1.3463,0.5898,-1.3463,0.3148,-0.5957,4.3889,-1.3463,-1.3463,0.8261,-1.3463
1.5732,-0.7645,2.1096,-1.4579,0.3279,-1.0173,2.0482,-1.4579,-1.4579,-0.4841,-0.9888
0.2743,-1.2556,3.3183,-0.9017,-0.3306,-1.2556,2.3982,-1.2556,-1.2556,-0.3318,-1.2556
-0.7371,-0.4313,-1.5126,2.3767,1.8166,0.8011,-1.5932,-2.3994,-0.216,2.8421,2.1479
-0.2707,1.3944,-0.0345,-0.6336,-3.2477,-0.9647,1.6539,-1.4564,-0.6808,0.1766,-0.5564
-1.5201,-0.7535,-3.4498,-1.7655,0.9799,-1.4389,0.521,0.3519,0.5883,0.178,0.2461
-1.4531,-1.4531,2.4196,-1.4531,-1.4531,-1.4531,0.1373,0.578,1.2756,-1.4531,-1.4531
1.5444,-0.219,-1.8903,2.0305,1.0647,-0.6734,0.6189,-2.0452,-1.7353,0.7138,-0.2827
-4.276,-4.276,-4.276,-4.276,-4.276,-4.276,-4.276,-4.276,-4.276,-4.276,-4.276
-2.2169,1.458,-2.2169,-2.2169,-0.883,1.0939,-0.4265,-2.2169,-2.2169,-0.3528,-2.2169
1.2592,-0.0557,0.1544,-0.7383,3.0562,-1.8051,-1.8051,-0.6261,-0.8717,-1.1168,-0.0297
-1.7813,-1.7813,0.2639,0.3549,2.1772,-1.7813,-1.7813,-1.7813,-1.7813,0.541,-1.7813
-0.6094,-0.3895,0.3435,-0.9181,3.4835,-1.1618,0.2031,-1.6486,-0.7826,0.6198,-1.1303
-4.472,-4.472,-4.472,-4.472,-4.472,-4.472,-4.472,-4.472,-4.472,-4.472,-4.472
-1.2626,2.6232,-0.5404,0.5642,0.7412,-0.126,1.1267,-1.4675,0.6873,3.4061,-0.0378
-1.9719,-1.9719,-1.0596,-1.9719,-1.9719,-0.5068,-1.9719,2.0212,-1.9719,-0.0497,0.725
-0.9002,1.3168,1.7345,3.6991,-0.3373,1.4968,0.7644,-0.4364,0.1009,-0.2358,0.635
-1.7437,-1.7437,0.5032,0.6026,-1.4613,-1.4449,-1.5275,1.8595,0.4422,-1.3644,0.7716
1.6489,-1.0802,-0.8696,-1.0662,0.5517,-1.9467,0.8152,0.4993,-1.1017,1.3283,2.3434
-2.7373,-0.716,-0.2835,3.6798,0.267,-2.0772,0.6056,-0.8192,-0.6827,1.9084,1.1514
-1.864,0.4444,4.4091,1.1334,0.9698,0.0612,0.2216,-0.5169,-1.4238,-0.9144,0.2403
-0.644,0.8975,0.4844,1.2733,1.9508,-1.942,-1.3536,-2.5689,0.0837,1.0119,-2.3179
-0.7157,-1.6022,-0.4673,-0.1415,-0.425,1.4813,-0.8741,1.1462,-1.6022,-0.8481,3.3716
-1.5468,0.436,-1.5468,2.308,0.6909,-0.4352,-1.0499,1.8524,-1.1428,0.8851,2.5644
-2.3319,-0.2785,0.6422,-2.5294,3.0827,0.4467,0.5141,-0.4447,-0.0206,1.3024,0.8119
1.119,-2.3186,-2.3186,-2.3186,0.3316,-0.7083,-2.3186,-2.3186,0.5462,-2.3186,-2.3186
-4.1018,-4.1018,-4.1018,-4.1018,-4.1018,-4.1018,-4.1018,-4.1018,-4.1018,-4.1018,-4.1018
1.5371,-0.5951,-1.3579,1.6844,1.0787,-1.7113,1.6384,1.5597,1.205,2.2311,-0.2862
-1.6395,-2.1009,-1.3163,1.9874,-0.283,-0.4167,2.8495,1.4783,0.3852,1.1668,-1.1189
-2.2571,-2.2571,-2.2571,-2.2571,-0.5585,-0.4477,-2.2571,-2.2571,-2.2571,-2.2571,-2.2571
-4.0059,-4.0059,-4.0059,-4.0059,-4.0059,-4.0059,-4.0059,-4.0059,-4.0059,-4.0059,-4.0059
-0.3653,0.6377,4.8808,1.0737,1.5712,0.7005,-1.1228,3.7299,-0.047,-0.1304,0.3051
-0.8897,1.932,-1.1161,0.1901,0.5955,-0.1217,2.8332,0.8185,0.4318,2.3031,-1.1421
-2.0688,1.3834,-1.057,-2.0688,-2.0688,-0.4438,-2.0688,-0.5145,-2.0688,-2.0688,-2.0688
-1.3782,-0.8026,-0.1391,4.4524,-1.0273,1.8367,0.6103,0.248,0.9853,1.0955,2.9758
-2.0425,0.3624,0.9043,0.7623,-0.732,-0.5514,1.9012,1.2534,-2.0425,-2.0425,-2.0425
-2.3275,-0.6462,-1.1084,0.3622,0.9808,-0.5453,-0.5595,1.1008,-2.3275,-2.3275,0.7811
-1.1645,-0.4564,0.295,2.2922,-2.3693,1.6271,0.8555,0.7985,-0.2068,0.4923,-0.2432
-2.8944,1.968,1.2821,0.561,-0.7803,-0.8821,0.1186,-1.262,0.0187,2.3491,1.3382
2.1698,-0.4971,-1.3104,-0.8669,-1.625,0.7613,-0.9884,-0.3567,-0.145,-1.625,-1.625
-1.6232,-0.7267,-0.1868,-2.2914,0.7505,0.241,0.2384,0.4524,2.4314,-3.0196,-0.1136
-1.3441,0.8977,0.0307,-0.3624,-2.8906,-0.455,-0.295,0.7536,0.65,2.7912,1.2162
4.1974,-0.971,-0.5583,-0.2807,0.5389,-1.2366,-0.8618,-1.2366,-0.9319,1.4487,1.4143
-11.0593,-11.0593,-11.0593,-11.0593,-11.0593,-11.0593,-11.0593,-11.0593,-11.0593,-11.0593,-11.0593
-18.5569,-18.5569,-18.5569,-18.5569,-18.5569,-18.5569,-18.5569,-18.5569,-18.5569,-18.5569,-18.5569
-8.2412,-8.2412,-8.2412,-8.2412,-8.2412,-8.2412,-8.2412,-8.2412,-8.2412,-8.2412,-8.2412
-6.778,-6.778,-6.778,-6.778,-6.778,-6.778,-6.778,-6.778,-6.778,-6.778,-6.778
-19.1616,-19.1616,-19.1616,-19.1616,-19.1616,-19.1616,-19.1616,-19.1616,-19.1616,-19.1616,-19.1616
2.1447,-0.4621,0.2903,0.0665,1.1405,1.5438,-1.1651,-1.6787,-1.2611,-1.6787,-1.2447
-0.7592,-0.6761,2.494,0.3154,-0.5069,0.1975,-0.0019,3.3576,1.1744,-0.4275,-1.463
-315.3428,-315.3428,-315.3428,-315.3428,-315.3428,-315.3428,-315.3428,-315.3428,-315.3428,-315.3428,-315.3428
-1.4103,-1.4103,-1.4103,-1.4103,1.1528,-1.4103,0.1749,2.7269,-0.6492,3.903,-0.6194
2.9958,-1.284,-1.0482,1.6121,-0.3381,-0.6114,-1.0222,-0.3277,1.958,2.1223,-1.0627
-1.1077,2.706,2.519,-0.9065,-0.3724,2.4277,-1.1077,-0.71,-1.1077,-0.7959,-1.1077
3.6144,-0.4164,-0.5116,-1.5541,-1.5541,0.3748,-1.5541,1.3379,-1.5541,-0.8515,0.9375
-0.1818,1.2617,1.3382,2.4338,1.7729,-1.3517,0.043,0.9144,0.5322,2.5698,-1.2098
-0.6413,-2.1686,1.9695,-0.4783,3.5552,0.171,-0.177,-0.4776,-1.3247,0.6611,0.0721
-0.5489,0.6237,0.2203,-2.7848,1.2694,1.5783,-1.6329,0.7694,1.8125,-1.614,1.1432
-0.9784,0.3432,-0.6685,4.5563,0.3248,3.0211,-0.3956,-0.9784,-0.9784,3.898,-0.4757
-0.5576,1.5009,-2.0128,-3.1461,0.6547,-0.615,0.8782,-0.3057,1.7521,-0.5087,-0.4986
-1.7246,-1.7246,-1.7246,-1.7246,-1.7246,1.1203,1.6531,-0.7594,-1.7246,-1.7246,0.7493
0.711,-2.0333,-1.2328,-2.0333,-2.0333,0.9623,-2.0333,0.1178,-2.0333,-2.0333,-2.0333
0.1799,-1.3532,1.0144,1.5527,-0.4732,-0.9029,-2.5633,-0.1086,-2.4201,2.1712,0.7689
-1.6012,-0.5598,1.6609,3.5863,-0.3973,-1.2523,1.2432,-0.2705,0.6675,-1.6012,-0.2903
-1.3109,-0.6561,2.112,-1.052,0.5263,3.3216,-0.6144,0.8046,1.4545,-0.4974,0.4422
2.0035,-2.0745,-3.4691,0.1307,-0.3219,0.2435,-0.936,-0.8976,0.1665,1.4544,0.0207
-2.4405,2.7622,-1.2787,0.9276,2.5076,0.1253,-0.6295,0.5496,1.1392,1.0151,-0.1066
-1.3753,1.0218,-0.8836,1.8575,-1.3753,0.0275,-1.3753,-1.3753,1.6947,-1.3753,-1.3753
-1.7727,0.5436,-0.0915,2.0495,-0.3762,0.8911,-2.6669,0.8893,0.395,3.4647,-0.5437
-1.6887,-0.5295,-1.3489,-1.6887,-1.6887,1.4214,0.6021,2.0602,1.1617,-0.9728,1.5231
-0.9564,-1.7159,-0.3892,1.9039,-1.7159,0.6676,-1.7159,-0.3011,-1.7159,1.1984,-1.7159
-2.0005,-0.062,0.4252,0.6295,-2.0005,0.339,-1.1821,1.8192,-0.845,2.2439,1.7106
-1.6938,-1.6938,1.0421,-1.6938,-1.6938,-0.7341,-0.4845,-1.6938,-1.6938,-1.6938,0.6589
-1.4208,0.6228,0.578,-1.4208,-1.4208,-0.0439,-0.0513,-0.9537,-1.4208,2.7996,-0.9008
-0.4696,-0.5288,-0.1723,1.56,-2.018,-0.015,-3.5061,-0.5696,0.0546,0.1294,0.2757
-2.4741,-1.2588,-0.9533,1.1088,0.3003,1.1848,-0.9251,0.3236,1.3595,-2.4741,-2.4741
2.9234,0.271,0.461,-1.1174,0.208,1.788,-0.9907,2.3058,-0.6482,0.0522,-0.6252
-1.3681,1.0746,0.0019,3.8232,-0.5344,0.9662,-0.5904,-1.1069,-0.092,2.5045,0.3837
-0.8769,-2.2432,-0.5176,-2.2432,-0.8154,-2.2432,-2.2432,-2.2432,-0.685,-2.2432,-0.6239
-1.2955,0.5878,-0.6384,0.8701,-1.5555,1.8689,0.9742,-0.3411,-1.6848,2.5238,-0.6802
-1.5514,0.8799,-1.5514,-1.5514,-1.5514,-1.5514,-1.5514,-1.5514,1.9361,1.2565,2.4389
-1.6118,1.212,-0.2571,-0.9983,0.6207,3.8257,-0.121,1.2582,0.3616,-1.4388,0.6548
-0.2114,-2.4164,1.7339,0.0994,-1.2993,-0.0246,-0.2608,0.1023,0.2032,-2.4456,0.2517
0.1912,-0.7147,0.3726,0.6065,-0.286,-3.5177,0.0302,-1.0627,0.8144,1.0779,0.4392
-3.9211,-3.9211,-3.9211,-3.9211,-3.9211,-3.9211,-3.9211,-0.3761,-3.9211,-3.9211,0.0251
-1.4919,-1.4919,1.7318,1.1275,-1.4919,-0.2856,0.9947,-0.8292,-1.4919,2.4261,1.6124
-2.4456,1.7155,0.7256,2.2569,0.0613,-1.834,-0.5776,0.2402,-0.1539,1.2202,0.2609
-0.8214,0.8593,-1.3813,-1.3813,2.8332,2.1841,-1.3813,-1.0429,-1.0188,-0.3571,-1.3813
0.5396,1.1793,1.1016,0.6292,-1.2547,-1.2749,0.7115,-1.4689,-1.057,-3.1197,0.0949
0.0877,0.3698,1.444,-0.476,1.2848,-1.7795,-1.0502,2.483,2.2393,-1.6085,-0.4419
-1.1594,2.2448,0.75,0.104,2.2387,1.9498,-1.0607,-1.4045,-0.9192,4.6885,-1.114
0.4086,-0.283,-0.4341,-0.8825,-1.4906,-1.1479,-0.9647,-0.4825,1.067,-2.2143,3.3836
-1.3396,-1.3396,0.7055,-1.3396,-1.3396,-0.9878,1.5918,2.9268,-1.3396,-1.3396,-1.3396
-0.333,-1.1963,1.047,3.1106,0.7763,-1.0736,1.1402,1.5192,1.5082,0.2385,-0.2976
-0.2271,-3.5917,0.2071,1.7276,-0.1012,-0.7448,0.2653,-0.8303,0.6125,-0.082,0.5077
-2.2512,2.2174,-0.977,-0.1779,2.2499,2.1442,0.378,0.3182,0.943,1.5304,-1.851
-0.7384,-0.1173,-2.6756,-1.5102,-0.8552,-0.7374,1.508,-1.2055,0.6824,-1.8014,1.3167
-0.7861,0.0335,-2.8943,-2.9344,0.4218,1.4165,0.7041,0.4985,-0.5608,-1.8003,-0.1711
-0.7246,3.2479,-0.2435,-0.9123,-0.051,1.6302,1.4911,-0.6148,1.1318,0.2757,0.1009
1.0342,0.2621,1.2501,-2.1866,-0.5231,0.4279,3.2964,0.009,-0.9764,-2.6377,0.4306
-2.3899,-1.4811,1.9041,-1.8246,0.1635,0.2973,1.261,-0.2278,-0.9068,-2.8055,0.6993
1.228,0.1064,0.0679,-1.5328,-0.5834,-2.4869,1.382,-1.9442,0.6489,1.0158,-0.1764
2.8699,-0.8739,-1.0448,0.3374,-0.2871,-2.6711,0.897,2.0204,0.5899,-1.4564,0.6904
4.0854,1.6358,-0.8371,-0.7933,1.7504,1.3671,-0.8729,0.6418,-1.004,1.229,-0.2467
-0.9586,-0.9586,-0.9586,-0.9586,-0.9586,-0.4537,-0.9586,-0.4757,-0.9586,-0.9586,-0.9586
-1.0945,1.7555,-0.8866,-2.8472,-0.1132,0.7827,0.3046,-0.9138,-1.2005,-2.8394,-0.1633
-1.2345,-1.2345,2.6735,-0.2975,2.1951,-1.2345,-1.2345,-1.2345,0.0136,1.4973,-1.2345
-0.1929,-0.48,-0.4142,-1.9524,-1.2427,0.056,0.295,0.7148,4.0196,-0.1388,-0.6524
-0.4982,0.5717,1.8463,-0.2897,1.4347,-3.2038,-0.3175,-1.248,0.7709,1.1913,0.4767
0.8153,1.3046,1.1932,1.0779,1.133,2.5763,1.7299,3.4135,-0.2906,2.3377,-1.1162
-1.0616,3.3336,-0.6849,1.4556,-0.6418,0.9506,0.3136,2.7053,0.6735,0.0594,-0.9681
-1.7331,-0.7703,-1.4014,1.8678,-0.2721,2.0422,-2.0399,0.066,0.7233,-1.4132,0.745
-1.2548,1.2473,3.5251,0.6577,-0.1688,-1.9967,-0.2342,-1.2068,-1.1505,-1.9967,0.4441
-1.699,1.5935,-0.3837,0.9951,0.1562,-0.2395,-0.6427,1.498,0.2932,3.3015,2.597
-0.4614,-0.9095,-0.9095,-0.9095,-0.9095,-0.9095,-0.2809,-0.9095,-0.9095,-0.9095,-0.9095
1.4978,-0.5006,0.1038,1.2948,3.3044,-0.066,-0.6914,-0.5453,-0.9288,-1.6182,-1.6293
-5.2001,-5.2001,-5.2001,-5.2001,-5.2001,-5.2001,-5.2001,-5.2001,-5.2001,-5.2001,-5.2001
1.6556,-0.1189,0.6695,1.3301,0.358,0.096,4.8933,0.8152,-0.6084,-1.2786,-0.2955
-11.296,-11.296,-11.296,-11.296,-11.296,-11.296,-11.296,-11.296,-11.296,-11.296,-11.296
-0.3186,2.0457,1.7385,3.0414,1.188,0.1536,-1.7021,0.6968,0.814,-1.0629,-0.2222
-2.1578,-0.2522,-0.3579,4.3407,-1.352,0.8903,0.2951,0.5931,0.3916,-0.3677,-0.1843
-1.2321,2.4822,-0.6467,-1.7339,-0.0059,-0.1594,-1.7339,-0.7993,2.2227,1.2008,1.8119
0.6292,-1.8527,3.2016,-1.3196,0.6991,-0.7566,-1.0594,0.7292,-0.7327,-0.0305,-1.1824
-0.9497,0.9423,-0.7664,0.3946,-0.5293,-3.1286,1.0128,-0.0946,-0.9754,-1.8284,0.8086
0.4716,1.4311,-0.2859,-0.0333,0.0086,0.4912,1.2555,-2.8089,1.6186,-2.8909,-0.5226
0.212,0.4081,0.2054,3.3056,0.7785,1.5642,1.9784,0.975,0.8811,-1.518,1.8396
-2.4806,0.0891,0.363,1.2878,-0.5024,-1.0768,-0.0162,1.5415,0.6373,2.5156,0.9741
1.1997,-1.4471,0.6047,0.7861,0.6463,-0.6061,-1.4901,4.8979,0.9416,-0.9629,-0.2807
-1.8443,-0.1484,0.1851,3.5293,-0.921,-0.2817,0.7061,-1.1481,0.8333,3.0316,0.2227
-0.5512,2.4282,2.0059,-0.9305,0.9565,2.3676,0.2736,1.9719,1.0121,0.0633,-0.093
-2.3693,-1.0476,0.6506,2.9242,-0.7008,0.7801,-0.3565,-0.1423,-1.0978,2.6404,4.154
-1.0347,-1.0347,-1.0347,1.1015,-1.0347,-1.0347,3.6022,-1.0347,-1.0347,0.8232,-0.5288
-50.4259,-50.4259,-50.4259,-50.4259,-50.4259,-50.4259,-50.4259,-50.4259,-50.4259,-50.4259,-50.4259
-1.926,2.049,1.207,-0.5698,-0.4498,1.8758,-0.0557,0.9839,-1.926,4.8149,1.763
1.9869,0.4923,0.6341,1.6286,1.906,0.2181,-1.2113,2.8663,0.5597,1.0573,0.2486
-1.5041,-0.3799,2.1343,-1.903,1.7453,-2.9567,1.0676,0.8034,-1.4439,4.4363,-0.0919
-1.3399,2.1301,2.638,1.7908,2.1655,0.6784,-0.1517,-0.6366,-0.8852,0.0069,-1.5105
0.5833,-2.3865,0.3428,0.8018,-0.5648,0.907,-3.8819,-0.9415,0.4202,0.3803,1.4056
-1.6225,-0.3576,-0.4144,-1.2637,1.7368,2.0173,0.9378,-0.0062,-0.6153,2.9759,-0.0302
-1.3228,-1.3228,-0.545,-0.9031,-1.3228,-1.3228,-1.3228,-1.3228,-0.8149,-1.3228,-1.3228
-1.0461,0.247,3.305,1.0224,-1.0461,-1.0461,1.0249,-1.0461,-1.0461,-0.6955,-1.0461
-1.0303,-1.034,-1.6501,-0.6147,-1.0024,0.2949,-1.6501,-0.0997,0.6221,-1.6501,3.2469
-1.9429,-1.9429,-1.9429,-1.9429,-1.9429,-0.4012,-1.9429,0.6368,-1.9429,0.0797,-1.9429
0.9367,-0.8736,1.7098,-1.8217,-1.8217,-1.8217,-1.8217,-0.0452,-0.734,-1.8217,1.3157
-1.8758,-1.1183,-0.5448,-1.1575,-1.8758,2.131,-0.8069,-1.8758,1.9814,1.7798,0.2037
-1.7921,0.857,-0.9677,-0.7018,-1.7921,0.8247,0.245,-1.7921,-0.0655,0.3108,-1.7921
-1.9667,3.1764,-0.481,-0.8579,-1.9667,-1.9667,2.4161,0.2244,-1.9667,-1.9667,-1.9667
-0.1041,4.2138,-0.1185,-1.8342,-1.8342,-0.7408,-0.4564,0.6228,1.3052,-1.8342,-1.8342
-0.161,-1.6304,-1.6304,-1.6304,-1.6304,-0.7017,-1.6304,-1.6304,-1.6304,-1.6304,-1.6304
-1.7501,1.3898,-1.7501,-0.8593,-1.7501,1.6553,-1.7501,-0.7439,-1.7501,-1.7501,0.1864
-1.6297,-0.3335,-1.6297,-1.6297,0.6692,-1.0195,-1.6297,-1.6297,2.4146,2.01,-1.6297
0.9985,0.0504,2.9797,-0.4568,0.7083,-1.0834,-1.2016,-1.318,0.6948,-2.5618,0.8235
-1.056,1.2712,2.6076,-2.8379,0.2201,0.32,1.9088,-1.2258,0.1016,-0.3522,-0.9007
1.0101,-1.8206,0.2849,2.5791,0.6258,-0.4419,-2.6488,1.7817,-0.9672,-0.0898,0.1929
-2.4234,0.731,-1.0939,2.2691,0.89,0.7929,-2.4234,1.6123,0.5963,1.1986,-0.8449
1.5052,-0.5335,-0.5166,-2.6809,-0.7623,-0.0431,2.4772,-1.6767,-0.067,-0.5757,0.0283
-1.8217,-1.8217,0.5837,-1.8217,-0.8315,0.6361,0.4292,-0.8128,1.2068,-1.8217,-1.8217
0.9699,1.9202,1.1494,-0.3636,1.1154,-0.9706,-0.6302,0.307,2.5902,2.1912,0.1254
-1.4576,-3.4938,-0.2245,-0.8305,1.3039,0.5266,0.5273,-0.7456,0.4986,1.8287,-0.2424
-1.9609,-0.3883,0.2942,0.5005,2.4683,0.8945,1.6357,-0.6727,-1.9609,2.3697,-1.1329
-1.9309,2.9334,-1.1743,-0.1977,1.824,-0.6284,-0.0653,2.1527,-0.1333,-0.1875,-0.2306
-1.6434,-0.8393,-0.6501,1.657,1.5439,1.6988,2.347,1.7219,-0.4178,0.9239,0.9836
-2.3929,1.2957,-1.1663,-0.9677,2.4453,0.4604,-1.2646,1.4514,-0.1184,0.3412,-0.5257
0.9802,0.011,-0.5935,-0.7069,-0.2015,0.2217,1.3018,-0.3561,-1.3816,1.6468,3.3461
-1.8527,-0.5242,-1.1432,-0.9142,-0.8235,1.6048,2.1531,0.1081,-1.212,2.7862,-1.1869
0.3569,1.1467,-0.7581,3.5356,1.1416,-1.6181,-0.7162,-0.3433,0.3282,2.2243,0.6851
3.3667,0.5216,0.3784,1.4274,1.4424,1.5609,1.0586,0.3112,-0.042,-1.927,-0.6798
-2.1371,-2.1371,-0.2372,-0.7192,-2.1371,-0.4626,-2.1371,-0.5355,-2.1371,1.5641,-2.1371
1.8142,1.0813,-1.2338,2.0304,1.3956,-1.5581,-1.1979,1.31,1.3019,-1.5581,0.4704
-1.2623,2.5341,2.0609,-0.6448,3.0909,-0.5331,-0.3434,-1.2623,-1.2623,-1.2623,-0.4859
-2.0086,-0.0941,-0.1,-2.0086,-2.0086,-2.0086,-0.4759,-0.8452,-2.0086,1.512,-0.7136
-1.3004,1.1149,0.5988,4.4689,-0.2637,0.5911,0.8884,0.1487,-1.3004,-0.9062,1.3773
-1.8233,-0.8431,-1.8233,-0.1762,-0.7929,1.2709,-1.8233,-1.8233,-1.8233,-0.3833,-1.8233
-0.4828,-0.2884,0.1249,1.563,-0.7025,0.6483,-0.2237,-0.3072,3.873,1.0989,-1.0664
0.9339,-0.2462,-0.9998,3.2715,-0.6753,-0.3922,-0.3786,-2.7448,-0.5436,-0.4231,-1.8207
0.1174,0.8235,1.0978,-2.2334,-0.543,-2.496,-0.4124,0.3265,1.5396,-1.8674,1.2233
