TCGA-21-5787-01,TCGA-34-2596-01,TCGA-34-5231-01,TCGA-37-4141-01,TCGA-39-5031-01,TCGA-43-A475-01,TCGA-63-5128-01,TCGA-68-A59J-01,TCGA-77-A5G3-01,TCGA-90-A4ED-01,TCGA-98-A53B-01
-3.0465,0.3504,-2.6179,-0.8292,0.2855,-0.0178,-0.353,1.0076,0.4965,2.3091,-0.1936
-0.8726,0.132,3.4977,1.4499,2.088,-0.2516,1.4481,-0.5697,-0.5311,3.5767,0.0061
-2.098,-2.098,-0.1997,2.7466,-2.098,2.0107,-0.424,-2.098,-2.098,-0.4887,1.4691
-1.1051,-0.3936,1.9064,-0.6902,0.0973,0.4731,0.8351,3.573,2.0352,0.6183,-0.5611
-0.7613,1.5416,-1.1901,0.3756,3.0164,1.0727,0.638,-1.09,2.0533,0.2644,0.4511
-1.8321,-1.7137,0.0643,-3.2305,0.4422,-0.4548,0.7731,-0.7511,1.4539,0.6982,0.424
2.5176,-1.9753,-0.2272,0.7173,1.2446,0.3014,-1.2763,0.8732,1.9402,-1.9753,-0.7768
-0.1076,-0.1543,1.4741,-2.2826,-1.3078,2.4745,-0.4826,1.6195,-0.7257,-0.3161,1.5388
-0.6851,0.0562,1.9335,-0.8687,-0.3302,-1.1242,-0.1421,1.6547,1.6733,3.3164,-0.366
-1.1023,2.6784,-0.9623,3.8391,0.5577,0.1796,1.2232,0.74,-1.1023,-0.8073,-0.8629
0.7974,-1.2396,0.2469,-0.907,-0.9526,2.3825,0.747,0.423,-0.2196,-1.3028,2.7969
-1.9583,-1.9583,1.32,-1.9583,-0.7652,0.2544,1.6051,-0.7428,-1.9583,1.7201,0.381
0.3964,-2.4322,-1.4001,1.7229,1.0042,-0.8111,-2.4995,0.3454,0.0316,-1.0964,1.0872
-1.3397,-2.4671,-0.1583,-2.4701,0.4284,-1.6033,0.5146,-0.6896,-0.3024,1.7437,0.4518
-1.6084,0.3891,-2.4005,2.3357,1.6026,0.0906,0.9919,-0.6715,0.7885,-3.0924,-1.0737
-0.8131,2.2821,0.7213,1.7728,1.4917,0.1056,0.2534,-2.8012,-0.6111,-1.5211,-0.6648
-5.3956,-5.3956,-5.3956,-5.3956,-5.3956,-5.3956,-5.3956,-5.3956,-5.3956,-5.3956,-5.3956
-1.3579,-0.1592,0.2958,-2.1871,2.678,-0.3209,-1.7726,0.5588,-2.0527,-2.7912,1.1213
1.8406,-1.9224,1.098,-0.7088,-1.9224,-0.0379,-0.9034,0.2817,-1.9224,1.24,-0.4338
-3.876,-3.876,-3.876,-3.876,-3.876,-3.876,-3.876,-3.876,-3.876,-3.876,-3.876
-1.7276,1.8938,-0.4953,-1.7276,-0.708,-1.7276,-1.7276,0.0897,-1.7276,1.416,-1.7276
-0.3306,-1.539,0.431,0.357,-1.539,-1.539,2.3819,-1.539,-1.539,-1.539,-0.1333
-0.5039,-0.4701,1.146,-0.3181,1.8082,-0.7966,0.6695,1.5238,3.7281,0.8464,-0.1895
2.1886,-0.8757,0.2758,1.1639,0.0628,0.7582,-2.2898,3.686,-0.1356,-0.7425,-0.7798
-0.2655,-1.3706,-0.792,-0.3119,-1.3706,2.5724,1.8804,-0.0821,-0.7146,-1.3706,2.7231
-0.3289,1.1701,0.0605,-1.1152,-2.0204,-0.1591,-2.0204,-0.9979,-2.0204,-2.0204,2.6659
4.1807,-0.527,-1.5401,-0.0896,-0.0852,-1.1985,1.8044,0.0547,0.7771,-2.2719,-0.1769
-0.3302,1.9465,1.0498,1.5287,2.4492,2.1686,-0.822,1.2552,-0.071,1.8913,-0.6934
2.5073,-0.6604,0.05,-1.5073,-0.8727,1.1106,0.5009,-1.0031,0.4092,-2.9793,-0.3984
0.9494,-0.5644,1.3615,2.8392,0.0182,-3.3982,-0.9299,-0.7282,0.7521,-2.0724,-1.2106
0.1893,2.2733,-0.5536,2.8426,0.8981,2.2139,-2.077,-0.2391,2.1315,0.2003,-0.5536
-1.4811,-2.2915,2.2907,0.8839,-0.8069,-0.1895,-2.2915,0.5372,-0.1476,0.3196,-0.08
-0.7497,-0.0561,2.2351,2.4218,1.6328,2.9045,0.3529,0.0072,-0.5133,-0.3034,0.2477
-0.1349,-1.2256,-0.0981,0.5513,1.9102,-0.8617,-1.2256,3.1437,-0.8528,2.1112,0.0058
-1.9771,0.1673,-2.8703,2.5778,0.2213,-1.1003,-0.4567,-2.0513,0.3185,1.3315,0.3248
1.1392,2.4322,1.1129,-1.183,1.5903,0.7432,2.5881,1.322,-0.2303,-0.2637,-0.198
0.2848,2.3301,-1.0184,-0.3193,-0.953,1.6556,1.6025,2.1637,-0.2648,1.7196,-0.3617
-2.3336,0.7179,-1.39,-2.3336,-0.82,1.3918,-2.3336,0.5498,-2.3336,-2.3336,0.1499
-1.1418,3.0968,1.0893,-0.5993,1.6952,0.2742,2.2766,-0.4881,-0.0061,-0.1621,0.4374
-1.4062,-1.4062,-1.4062,2.6356,-0.9485,1.1066,-1.4062,0.4531,-1.4062,-1.4062,-0.2111
0.3732,0.7015,-0.546,3.2958,-0.5388,-1.5306,0.0592,-1.7768,-1.7372,-0.6575,0.7705
2.1717,-0.7794,-0.771,0.7708,-0.8642,-2.0645,-0.5671,0.4786,0.6594,-2.9797,2.0498
-5.251,-5.251,-5.251,-5.251,-5.251,-5.251,-5.251,-5.251,-5.251,-5.251,-5.251
-2.3447,-0.8365,-2.3447,-2.3447,-2.3447,-2.3447,-2.3447,-0.7295,-0.6144,-2.3447,1.7953
0.7765,-0.5383,0.2658,0.133,0.2182,0.2361,-1.3527,4.8967,0.7309,0.4587,1.2688
-4.6979,-4.6979,-4.6979,-4.6979,-4.6979,-4.6979,-4.6979,-4.6979,-4.6979,-4.6979,-4.6979
-1.4461,0.0695,-1.4461,1.3337,-0.6444,-1.4461,0.506,0.2209,1.3273,3.5005,-0.5581
-0.666,-1.1218,-1.1218,-1.1218,-0.6455,-1.1218,-1.1218,0.9591,3.18,2.8793,-1.1218
-1.7799,1.2841,0.487,0.4631,0.4655,3.1975,0.3272,1.2116,0.9983,0.9746,-1.7799
-0.171,2.2636,1.8955,-0.2227,0.2927,0.3588,-1.4605,-0.595,3.9943,-0.6092,-0.3223
-1.9005,-1.9005,-1.9005,0.2829,-0.1333,-0.8267,-1.9005,1.0262,1.1827,-1.9005,-1.9005
-2.2187,-0.8842,0.126,-2.2187,-0.8159,-2.2187,-2.2187,0.2817,2.0716,-2.2187,-2.2187
3.1465,0.3492,1.7185,-0.4091,-1.2593,1.4265,2.5862,-0.1816,0.3859,2.1161,-0.7986
-0.5013,-0.369,-2.906,1.6035,-1.2362,1.3582,0.1685,-0.0687,-0.4178,1.315,-0.9347
-1.1752,0.2703,3.7636,-1.6598,-0.6735,0.1404,0.692,0.6974,2.1142,-1.6451,-1.0024
2.1458,-0.9831,2.8705,3.5049,-0.2845,-0.2881,-0.6273,1.2225,0.2246,0.0513,0.58
-1.3396,1.9742,-0.4938,-1.3396,1.5431,-1.3396,1.9442,1.2869,-0.9719,-1.3396,1.5016
-3.4184,-3.4184,-3.4184,-3.4184,-3.4184,-3.4184,-3.4184,-3.4184,-3.4184,-3.4184,-3.4184
-7.4179,-7.4179,-7.4179,-7.4179,-7.4179,-7.4179,-7.4179,-7.4179,-7.4179,-7.4179,-7.4179
-3.884,-3.884,-3.884,-3.884,-3.884,-3.884,-3.884,-3.884,-3.884,-3.884,-3.884
-4.6598,-4.6598,-4.6598,-4.6598,-4.6598,-4.6598,-4.6598,-4.6598,-4.6598,-4.6598,-4.6598
0.9385,0.1854,0.7112,-1.7895,1.0115,0.4141,-2.0056,0.6979,1.8752,-1.6613,-1.8881
-1.2307,-1.1066,0.4886,0.4455,0.9702,1.3008,0.8191,2.769,-0.5678,-1.8173,1.2987
-0.1358,1.0084,-0.5647,2.3853,1.7935,-0.188,0.4831,1.5042,3.9697,1.3014,-0.3849
-1.2077,2.3796,-0.1063,-1.2343,-0.3164,-0.6677,-1.0276,1.0116,3.055,0.6967,-0.1256
-0.7916,1.9142,1.5862,-1.2442,-0.0677,0.0682,0.6966,0.3619,2.6583,-2.6879,1.3511
-2.1252,-2.1252,-2.1252,-0.6131,-2.1252,-2.1252,-2.1252,-2.1252,-0.2956,-2.1252,-2.1252
-2.0927,1.7234,-0.2969,0.7487,-1.0182,-2.0927,-2.0927,-2.0927,-2.0927,2.8393,-0.8741
2.2138,0.314,-0.3551,-1.1709,0.4844,0.5836,0.4909,-0.4954,-1.5047,4.0062,-0.3113
-1.7882,0.6868,-1.9446,3.3024,1.8205,0.6843,1.1673,-0.423,1.1954,2.6138,0.3689
-1.2343,-0.115,0.611,1.754,-0.2653,-1.0235,-1.4591,2.7305,1.7813,-1.4591,2.0092
-1.3665,1.0421,1.3755,2.579,1.7298,0.2357,3.0295,1.8767,-0.5063,-1.3665,2.8333
1.0106,0.8187,-0.6343,-3.4484,0.4559,0.9533,-3.4484,0.672,-1.2124,-0.6274,-0.3178
-1.8526,-1.8526,-1.8526,-0.549,0.4815,1.5574,-1.8526,-1.0218,-1.8526,-1.8526,0.2768
0.3371,0.4448,-1.5292,-2.9322,1.3365,-1.1182,-1.5603,0.3445,0.4318,-2.487,0.8037
-1.9562,1.6177,4.494,0.427,0.2495,-0.7204,-0.6984,-0.7614,-1.1302,1.1294,0.4171
1.8468,1.4107,1.0598,-1.2351,0.4239,1.1835,-2.8478,0.6221,0.1223,0.4503,-1.409
-1.8433,-1.0726,1.0274,-1.1125,-1.0331,-0.9803,-0.7559,1.448,2.0809,0.6546,2.7606
-1.6266,0.1516,1.9613,-2.2063,2.4232,0.2521,-0.8446,0.2634,0.4011,0.678,1.9552
-0.9431,1.0667,0.8186,-0.0688,0.2936,2.8027,-1.5286,2.5223,-0.0356,2.8171,0.2371
-0.794,-0.1059,-1.0077,0.1605,0.3171,0.4944,-1.09,2.1341,-1.5413,3.3154,0.1813
-1.1093,0.9771,-0.0158,4.3001,0.2931,-0.2627,-0.9784,0.4554,3.6795,-0.1867,-0.3647
-0.9659,2.5587,0.3027,0.372,0.3749,-3.1823,0.3388,-0.0154,0.5512,1.4828,0.4737
0.4756,1.15,-2.1252,-1.5556,-1.6998,-0.9413,0.2512,-1.4338,0.426,-2.7205,0.9088
-0.9595,2.7694,4.8324,-0.69,-0.3714,-0.914,-0.7977,-0.3562,-0.903,3.4023,-0.2648
-1.2225,1.1467,-1.0482,0.0364,2.8342,-0.5701,0.6674,0.3917,0.1241,-0.0107,2.4648
1.4027,-0.5849,0.8942,-1.6457,0.5507,2.6514,-0.3164,0.2343,0.4488,2.1008,-1.1072
-0.2694,0.7458,-1.4781,-0.9986,-0.9465,-0.4923,-1.4781,-1.4781,3.4293,0.4735,-0.09
-0.8785,3.6205,2.1176,-0.3594,2.2116,4.3237,-1.3024,-0.4623,0.367,-1.3024,-1.0171
0.2141,-0.3842,-0.3873,3.6685,0.0009,-1.3021,1.8289,-1.0374,-1.2925,3.736,0.4794
-3.6929,-3.6929,-1.4097,-3.6929,-0.2503,-0.0259,-3.6929,-3.6929,-3.6929,1.118,-3.6929
-4.2007,-4.2007,-4.2007,-4.2007,-4.2007,-4.2007,-4.2007,-4.2007,-4.2007,-4.2007,-4.2007
-4.1511,-4.1511,-4.1511,-4.1511,-4.1511,-4.1511,-4.1511,-4.1511,-4.1511,-4.1511,-4.1511
-12.9672,-12.9672,-12.9672,-12.9672,-12.9672,-12.9672,-12.9672,-12.9672,-12.9672,-12.9672,-12.9672
-4.1656,-4.1656,-4.1656,-4.1656,-4.1656,-4.1656,-4.1656,-4.1656,-4.1656,-4.1656,-4.1656
-5.1374,-5.1374,-5.1374,-5.1374,-5.1374,-5.1374,-5.1374,-5.1374,-5.1374,-5.1374,-5.1374
-0.6117,-3.0803,-3.0803,-0.7534,-3.0803,-3.0803,-3.0803,-0.452,-0.2648,-3.0803,-3.0803
-2.7989,-2.7989,-2.7989,-2.7989,-2.7989,-0.3836,-2.7989,-0.4888,-2.7989,-2.7989,-2.7989
-0.2411,-2.0222,-1.3214,-1.0691,-0.9655,-0.0623,-0.6038,-0.9456,1.2098,1.2359,-2.0222
-57.6184,-57.6184,-57.6184,-57.6184,-57.6184,-57.6184,-57.6184,-57.6184,-57.6184,-57.6184,-57.6184
-9.701,-9.701,-9.701,-9.701,-9.701,-9.701,-9.701,-9.701,-9.701,-9.701,-9.701
-3.7036,-3.7036,-3.7036,-3.7036,-3.7036,-3.7036,-3.7036,-3.7036,-3.7036,-3.7036,-3.7036
0.0187,1.5825,-3.3795,0.642,0.8526,-2.7137,0.0613,-0.7433,-0.4681,0.9484,0.377
1.5839,0.9431,3.3648,-1.6757,0.6336,-1.4311,-0.1517,1.5685,-0.7799,-1.6757,0.5465
-2.1945,-2.1945,-1.1747,-2.1945,-2.1945,-2.1945,-2.1945,-0.628,-0.5164,-2.1945,0.8203
-0.5929,-0.0491,-0.1076,4.1456,-0.222,-2.0118,1.0339,-1.3576,0.7175,-1.6947,-0.3237
-4.8565,-4.8565,-4.8565,-4.8565,-4.8565,-4.8565,-4.8565,-4.8565,-4.8565,-4.8565,-4.8565
-0.8149,1.5036,0.2364,0.5948,0.6276,0.2359,-3.2278,0.4986,0.5977,2.9445,-0.2783
0.2243,-1.6879,-1.9547,-1.9797,0.0129,-0.2821,0.3226,-0.7306,-0.3773,-0.5671,-0.9567
-2.5395,-2.5395,1.179,-2.5395,0.7694,-2.5395,0.1117,-2.5395,0.7155,-2.5395,-0.3966
-2.1198,-2.1198,-1.2416,-2.1198,-2.1198,2.8635,-2.1198,1.3579,-2.1198,-2.1198,0.2375
0.1798,-1.1776,-0.7336,1.5896,0.9217,-0.4927,1.8555,-0.5313,-0.5006,-2.3787,1.7818
-1.6729,0.5673,-0.6902,2.2213,-1.6729,-0.1649,-1.6729,0.6877,-0.7855,0.8341,2.7658
2.2475,-1.0886,1.3478,0.3792,-0.68,1.3897,-2.5673,2.7302,-0.9924,-0.1664,0.1463
-1.6863,-1.2806,0.3295,-2.2256,0.5073,0.6103,2.6116,0.2367,0.5044,2.4428,0.4063
-3.3468,-3.3468,-3.3468,-3.3468,-3.3468,-3.3468,-3.3468,-3.3468,-3.3468,-3.3468,-3.3468
-1.7846,0.6526,0.0497,-1.7846,-1.7846,0.4111,2.4983,-1.7846,1.9731,3.1668,-1.7846
-2.1052,-2.1052,-1.1378,-2.1052,-2.1052,0.5999,-0.1474,-2.1052,-2.1052,-0.0668,2.4863
-1.5992,-1.5992,-1.5992,-0.6625,-1.5992,-0.493,-1.5992,-1.5992,-1.5992,-1.5992,-1.5992
0.0711,-3.4037,-0.1148,0.2486,-0.925,0.4381,-3.4037,-0.0475,0.2999,0.0629,0.3308
0.488,-0.6425,-2.1073,-0.7184,-2.1073,-2.1073,-2.1073,-2.1073,-0.4268,-2.1073,-0.361
0.157,-0.689,-0.1558,2.5558,-0.0159,-2.4262,-0.4542,1.1838,-2.0718,-1.4667,-0.1416
-0.285,1.9531,0.536,2.5689,2.5993,-0.8557,-1.4933,-0.025,1.2427,0.8136,0.4317
-0.6618,-0.8949,-0.8051,1.1807,0.7232,-1.1746,-1.2033,-0.4011,2.8148,2.7331,1.1373
-2.2164,0.2797,-1.229,-2.2164,-0.7276,-0.6305,-2.2164,-2.2164,-2.2164,-2.2164,-2.2164
1.322,-0.7217,1.0949,0.7824,0.3585,0.7921,0.2612,0.3612,-1.5032,3.4713,-1.3232
-0.1087,0.9015,-0.2687,0.2006,1.9148,-4.3981,0.5764,-1.3044,0.1095,1.0239,1.1689
0.4085,1.2903,1.9803,-0.9493,-1.202,-1.3383,-0.9218,-3.3167,-0.9163,-1.7001,0.6181
-0.5685,-0.0102,1.0339,2.284,0.3993,-0.6844,-0.4793,-0.253,-1.1877,-2.6207,2.8776
0.3482,0.373,-2.9939,1.0886,-1.0627,0.2503,-3.5827,2.1565,-0.65,0.2203,0.6229
-0.4943,-0.0371,-0.2158,1.1114,2.205,0.3457,-0.9753,3.756,0.7726,0.6158,-0.7668
-0.7447,3.1781,-0.5417,-0.1347,-0.3984,-0.2213,-0.9186,3.3679,3.1346,-0.6646,-0.9186
-0.9072,-1.4606,-0.2753,0.3775,1.7654,-1.6844,-1.2719,0.3188,0.5797,3.2271,0.4404
2.1199,-0.2662,1.0996,2.2271,0.598,-0.8053,-1.8908,2.7345,0.0874,-1.1135,0.4222
-1.0945,-1.0945,2.6817,-1.0945,0.066,-0.7194,4.038,-1.0945,-1.0945,-0.6024,0.7429
-0.6429,2.2127,2.1305,-1.6058,1.5051,-0.287,1.8906,2.505,1.0585,-0.3487,0.5357
-0.4959,0.343,-1.4835,-1.4764,1.3465,0.4447,-3.7345,0.5219,-3.7345,-3.7345,-0.3843
0.4067,1.9851,2.0806,1.2751,0.495,-1.6179,0.6378,-3.2121,-0.1593,-0.002,-0.8707
0.7673,-1.1204,0.2021,-0.3797,-0.8062,1.0423,2.0797,-0.1055,1.6395,-2.4926,0.5999
2.6369,-1.6389,-1.6389,-1.6389,-0.7338,-0.6748,-1.6389,-1.6389,0.0763,0.4921,-0.6124
-3.8244,-3.8244,-3.8244,-3.8244,-3.8244,-3.8244,-3.8244,-3.8244,-3.8244,-3.8244,-3.8244
1.471,-2.1793,-0.4685,-1.2561,0.7505,-1.089,-2.1793,-1.1365,0.9512,-2.1793,-2.1793
-2.4679,3.7015,-0.2138,1.0665,0.5558,-0.6795,-0.0699,-0.3146,0.2919,-0.5028,0.3857
-1.8963,-1.0968,0.4129,-1.8963,-1.8963,0.6273,-1.8963,0.1153,1.6735,0.0824,-0.2485
1.8912,-0.0127,-1.1686,0.1705,-0.8813,-1.0271,-0.9845,3.4728,-1.5091,-2.7233,-0.5183
-3.4357,-3.4357,-3.4357,-3.4357,-3.4357,-3.4357,-3.4357,-3.4357,-3.4357,-3.4357,-3.4357
-0.7788,0.0495,-0.3191,-1.0245,4.1309,-0.5484,-1.0245,0.3506,2.5999,2.9093,-1.0245
-0.2569,0.2048,-2.4261,0.0394,-0.243,-0.5884,-1.7978,-0.0976,1.8584,2.1077,1.1891
1.6646,-0.3133,3.9819,0.3951,-0.2334,-0.2674,0.6545,0.0475,-1.1763,1.3533,1.4832
0.8284,-2.0659,0.5403,2.2834,1.5881,-1.6983,0.6786,-1.4857,1.2849,0.9978,-0.6655
-0.7546,0.2423,-0.7419,0.3533,0.9469,-2.4313,2.9504,-0.9551,0.1103,-2.7742,0.725
-0.7635,-0.4261,-2.2442,1.7022,-0.553,-2.2442,2.5927,-2.2442,-0.319,-2.2442,-2.2442
0.3347,-1.0815,-3.7426,0.1993,0.8243,-1.8639,0.0595,-0.4642,-0.2517,-1.8944,0.3055
-1.8548,1.6137,-1.8469,1.2025,1.916,0.5353,-2.2122,0.3689,0.9054,2.4989,0.3774
2.2226,0.5966,2.5981,0.2291,0.7231,2.909,-1.1267,1.6299,-0.6589,-0.7286,0.2946
0.1898,0.3018,1.9681,0.5467,-2.7891,-0.9925,-2.0542,-1.0935,-2.0552,-0.8198,-0.6532
0.9493,0.8317,-3.7712,-1.4138,0.7586,-1.0665,-0.935,-1.0536,0.7732,-0.6324,0.3079
-1.5998,1.4126,-0.6737,-1.1969,-0.8168,2.4862,-1.5998,0.4758,3.5544,-1.5998,-1.5998
-3.8452,-3.8452,-3.8452,-3.8452,-3.8452,-3.8452,-3.8452,-3.8452,-3.8452,-3.8452,-3.8452
-9.0558,-9.0558,-9.0558,-9.0558,-9.0558,-9.0558,-9.0558,-9.0558,-9.0558,-9.0558,-9.0558
-1.2385,2.5866,2.4022,0.4162,1.942,-0.8643,0.0699,0.7345,1.3221,-1.1548,0.7102
-0.4083,-0.6216,4.1187,0.1396,1.2108,0.257,0.2944,-0.1348,0.2956,3.0883,-0.6388
-0.1081,-1.0083,-1.6099,0.8397,-2.0036,-0.53,0.8707,-1.3988,-1.3557,-0.6058,2.3402
1.3388,0.9974,0.8489,-0.2658,-1.5888,0.3686,1.6233,4.107,-0.077,0.5128,-0.3455
-0.2305,1.1336,3.4147,1.9983,0.7317,-0.7152,2.8819,-0.9063,-0.3632,0.3405,-1.3675
-2.1027,-0.8004,-2.1027,-2.1027,-0.7336,-2.1027,-2.1027,-2.1027,-0.6086,-2.1027,-2.1027
-2.5094,1.9773,0.4418,-2.5094,-2.5094,-0.6853,-0.192,-0.873,0.5776,-2.5094,0.0994
-2.123,0.7917,-0.2282,-2.123,-0.6712,1.5367,1.8393,-2.123,-0.7213,-2.123,-0.6405
-0.0332,0.0362,-0.9704,0.9172,-1.7626,0.0836,-3.0802,0.9145,-0.9892,1.7065,0.2383
-1.2565,1.6559,4.4292,-1.611,-0.356,0.9492,0.3209,-0.936,0.0444,1.2114,-0.2082
-2.0781,-1.0801,-0.738,1.479,0.001,0.6573,-1.6318,1.2213,-0.1985,1.0552,2.7879
-1.8395,0.385,0.1989,-1.8395,-1.8395,1.1124,-1.8395,1.0144,-1.8395,0.475,-1.8395
-1.7142,0.2863,-0.1726,3.8902,-1.2412,1.0029,0.2201,0.2908,0.7234,-1.9869,0.5037
-0.7098,1.3563,0.3155,-1.78,0.0374,-0.204,-1.78,-0.2602,-0.1726,4.2765,1.5329
-0.9256,2.898,-0.6717,0.8067,-0.0117,0.5614,2.3888,-1.397,-1.0008,-1.4332,-0.3684
-0.233,0.1187,-0.7157,0.4578,1.399,0.7301,-1.1347,0.237,3.0482,2.6474,-1.3919
1.0509,-1.134,0.1478,1.0814,-0.2595,-0.177,-1.3443,-1.4267,2.597,-2.1096,-0.9405
0.544,-0.8682,0.487,0.2264,2.7206,-1.0826,0.9942,-0.4195,1.4018,3.0712,0.5181
1.0121,-0.5235,0.0475,-0.0504,1.5957,-2.3481,0.9729,-0.235,1.5726,-2.7901,-0.6918
-2.8392,-1.1077,-2.5814,1.2404,-0.1025,-0.4477,-1.0403,-0.5544,0.8468,1.5341,1.0395
-0.2069,1.836,0.9912,1.7883,-0.614,3.8871,1.2389,0.388,-0.7378,-1.2547,-1.0396
-1.6234,-1.0116,1.7477,2.0529,-0.1346,-0.211,2.0551,-1.3283,-0.9208,0.9181,-0.4139
1.0261,2.9197,0.8475,1.4665,0.8111,-2.5766,-0.1981,-0.5757,-0.471,0.3817,0.1424
-1.5014,0.5384,0.2814,1.3755,-0.1265,-0.6618,-0.7388,-1.1615,-3.1445,1.9095,-1.5941
0.7831,0.3666,0.7122,-1.0555,0.2785,-0.2017,0.2641,3.8509,-0.7481,-1.3582,-0.7871
-2.2512,3.0497,-2.2512,-2.2512,-2.2512,-0.5894,0.3155,0.7002,-2.2512,-2.2512,-2.2512
-1.3709,1.2635,-1.9547,0.5671,0.678,0.7946,-3.3219,1.1411,-0.1555,0.378,0.5813
-1.294,-3.1275,1.3197,-3.1275,0.0519,-0.4587,-3.1275,-3.1275,-0.1436,-3.1275,3.0707
-1.4549,-0.8591,2.8423,2.0911,-0.0591,0.045,-1.4549,-0.8247,-0.6496,1.7539,-0.9386
-1.7843,0.7574,1.2699,0.7307,1.2278,0.3257,-3.812,0.5875,0.0844,1.1953,-0.0885
-2.3152,0.5853,0.8321,-3.4654,0.596,0.3542,-1.4316,-0.3991,-0.0493,-0.1955,1.0594
1.6883,-1.3053,0.5786,1.9787,-0.3458,-2.07,1.4112,0.8208,-0.4866,0.5414,1.4319
-1.9103,-0.1303,1.7424,-0.9246,0.3249,-1.4937,-0.8871,2.5976,2.6689,0.5938,-0.4662
0.0689,0.6283,2.3969,-0.0654,2.5815,-0.7442,1.8832,-0.9866,2.3848,1.3883,-0.0111
-0.2633,1.7277,-1.8813,1.5564,0.6127,0.0272,-2.5337,2.632,-0.9272,0.5791,-2.1838
-0.1141,2.0033,0.1984,-0.322,-3.5547,-0.01,-0.2289,1.5783,0.4084,0.4663,-0.2628
1.2833,0.57,1.7977,-1.2791,-4.7338,-1.2689,-0.0003,0.0751,1.4553,1.3112,0.3731
0.8647,-5.9095,0.4597,-0.9711,0.9483,-0.364,-5.9095,-0.1965,-0.0356,0.1046,0.3138
1.7557,0.641,2.3867,0.1566,1.4092,-0.751,-1.2594,-1.4751,0.5156,-0.7152,1.3308
